,fin,wrnty_start_dt,sales_area_nm,prod_dt
38649,NMB54664472660343,2014-04-08,837,2013-04-25
38650,WDB24765140447882,2022-12-30,878,2014-11-15
38651,W1T47758404860422,2023-05-17,922,2012-02-24
38652,WEB72808817604479,2022-05-19,216,2017-12-13
38653,W1T84537805048223,2023-07-16,639,2023-02-16
38654,WDB58988664587824,2019-11-15,779,2012-01-14
38655,W1T21285258827685,2023-04-08,603,2022-04-19
38656,WDB52881320987619,2020-07-12,404,2018-07-04
38657,W1T94104608889689,2021-06-10,779,2012-02-17
38658,NMB37073830579029,2016-07-05,833,2013-05-26
38659,WEB29339823911818,2016-07-29,208,2013-08-04
38660,WDB86564399576231,2023-09-14,809,2018-07-01
38661,NMB99944387403422,2022-02-01,631,2017-04-24
38662,W1T66369660902786,2023-08-24,820,2022-02-05
38663,NMB27654042490863,2016-11-26,920,2012-05-19
38664,NMB98097055353845,2020-01-26,706,2019-06-12
38665,WEB40788463510748,2019-05-05,924,2017-02-26
38666,WDB14899393826169,2022-09-01,554,2015-06-03
38667,W1T47487673866053,2023-05-15,768,2023-02-05
38668,NMB84784150845268,2019-07-27,246,2018-02-08
38669,WDB98488468501981,2020-12-03,240,2017-03-20
38670,NMB51189994872952,2016-07-15,687,2015-07-24
38671,NMB86730435431284,2020-04-19,486,2018-08-09
38672,WEB47277378109980,2022-11-24,873,2022-08-14
38673,WDB99972173167368,2023-07-16,751,2018-07-18
38674,W1T12807855859091,2022-11-23,228,2019-12-16
38675,W1T68677866663155,2023-05-10,274,2023-01-04
38676,WEB58782850434321,2022-12-30,517,2022-08-13
38677,NMB17142486633469,2021-08-21,631,2020-07-30
38678,WEB59142929689596,2020-05-20,234,2018-07-28
38679,NMB58949054178461,2022-12-24,538,2013-11-10
38680,WDB20798978579396,2020-06-30,533,2018-10-30
38681,W1T62213527822195,2021-12-08,722,2018-04-07
38682,NMB84560728929351,2021-12-25,837,2021-09-05
38683,NMB85094351478330,2022-04-13,414,2012-12-04
38684,WDB21514827487952,2020-11-11,753,2011-06-13
38685,WDB89758269379263,2019-04-16,222,2014-02-23
38686,W1T56631775615886,2020-05-03,620,2016-07-11
38687,WEB56730827342974,2021-07-21,805,2020-12-02
38688,W1T58043317528242,2022-07-07,565,2020-09-10
38689,W1T79383348950157,2018-12-22,934,2011-04-12
38690,WDB45761801722061,2019-12-20,606,2017-01-16
38691,NMB44231678368501,2021-07-02,518,2018-08-02
38692,WDB73534405517630,2023-08-19,879,2020-12-12
38693,WDB99516530598680,2023-08-13,616,2021-04-09
38694,WDB32210514435653,2021-06-16,214,2018-02-04
38695,NMB16652506720343,2019-09-28,535,2015-12-14
38696,WDB88622972638668,2021-04-20,686,2016-02-19
38697,W1T89238101938086,2022-01-19,667,2021-09-22
38698,WDB15186520736059,2022-06-26,667,2016-08-23
38699,W1T41374776950878,2018-10-01,737,2014-11-08
38700,W1T59564618767648,2023-08-28,515,2023-01-20
38701,WDB20455611583287,2016-06-01,869,2012-03-15
38702,WEB49133934084982,2021-02-17,878,2016-05-10
38703,NMB13314388089367,2022-02-25,368,2015-05-13
38704,WEB75325061961184,2023-06-06,747,2020-04-18
38705,NMB32194665565729,2016-09-15,249,2014-12-03
38706,WEB69714170870026,2020-05-08,931,2016-01-16
38707,NMB23592741332485,2021-06-06,644,2012-07-02
38708,WEB67917576024062,2014-03-19,499,2013-03-06
38709,WDB70994153928353,2022-06-02,813,2015-09-02
38710,W1T14211664732733,2022-05-03,601,2019-09-18
38711,W1T55171376439119,2016-10-11,686,2013-11-23
38712,W1T90184179241721,2020-07-15,607,2014-08-25
38713,W1T52431292111068,2023-07-16,274,2016-02-16
38714,NMB98379315275634,2022-05-13,771,2022-01-27
38715,W1T47146681466099,2016-07-26,795,2011-03-23
38716,W1T63046317686117,2020-08-23,611,2018-06-03
38717,WEB79617733170333,2023-05-14,835,2016-01-27
38718,WDB86369730724893,2023-07-10,246,2017-07-08
38719,NMB31024981129239,2016-04-11,777,2012-01-23
38720,WDB10543522639350,2021-09-08,922,2017-07-08
38721,WDB85562238205934,2012-06-20,932,2011-10-28
38722,WEB44112938238162,2019-09-28,920,2019-09-16
38723,WDB64980681613557,2020-08-23,785,2017-08-24
38724,NMB27434824153692,2023-07-08,205,2023-04-24
38725,NMB16635663924193,2022-02-09,287,2018-12-28
38726,WDB95889392439770,2018-07-07,718,2017-11-11
38727,WDB92260824106935,2019-05-22,217,2017-04-16
38728,NMB67994064332910,2018-10-24,820,2018-08-23
38729,WEB83254925996833,2019-05-05,768,2013-06-06
38730,WEB81075649966462,2021-02-03,823,2020-08-23
38731,WDB40449717715484,2019-09-09,678,2018-05-12
38732,WEB65109784109886,2022-05-27,273,2017-06-05
38733,W1T19181848655778,2016-08-08,601,2014-08-03
38734,WEB19939800536415,2016-08-25,678,2015-02-03
38735,W1T35426985191438,2022-02-18,414,2018-11-21
38736,WDB12041880865330,2023-02-05,575,2018-07-05
38737,WDB50317165014399,2018-06-02,932,2011-11-16
38738,WEB69693891604177,2020-08-06,516,2019-09-27
38739,NMB92671539987030,2021-11-05,855,2018-07-21
38740,WEB94060389469121,2016-09-20,567,2011-01-26
38741,WDB44417958469490,2022-07-03,819,2022-02-02
38742,WDB31756896284480,2019-09-17,757,2016-11-28
38743,WEB72847452019776,2020-08-17,386,2017-08-02
38744,WDB81248739120461,2022-11-13,620,2022-09-19
38745,NMB66394499794895,2019-04-30,793,2012-06-07
38746,WDB37651859852792,2016-01-29,793,2014-06-16
38747,W1T66203850802518,2023-08-01,245,2016-11-05
38748,WEB29209158664317,2012-09-26,725,2011-03-24
38749,WEB64151976518537,2022-09-11,281,2016-01-24
38750,NMB23152138039378,2020-11-03,835,2015-10-13
38751,WDB52644648209565,2022-09-14,934,2020-07-27
38752,W1T43884836667353,2019-02-09,902,2018-08-14
38753,NMB63008639038505,2020-11-09,651,2019-05-05
38754,WEB29356533817936,2023-02-06,703,2018-01-13
38755,WDB95454394514194,2020-06-27,919,2019-01-02
38756,WDB51851772907085,2015-08-04,605,2014-01-10
38757,WDB46143159465650,2019-06-30,226,2017-11-21
38758,W1T81947893025518,2013-01-18,611,2012-09-29
38759,NMB29892850931451,2022-05-22,723,2020-08-03
38760,WEB52242097135280,2018-07-08,813,2014-09-06
38761,NMB63036929319440,2019-01-07,771,2017-11-07
38762,W1T70080638267484,2021-12-14,642,2017-10-01
38763,WDB75490943546514,2021-10-30,240,2020-05-25
38764,W1T67654660656380,2019-08-05,675,2015-07-06
38765,W1T68805487434704,2022-12-28,517,2020-04-13
38766,W1T79432658876814,2022-05-30,411,2011-10-16
38767,WDB78914400677863,2021-09-12,785,2018-09-02
38768,W1T18409107369446,2017-12-17,252,2017-07-22
38769,W1T51556905940410,2022-05-10,673,2011-11-18
38770,WEB62679503431695,2022-10-17,272,2022-05-21
38771,NMB91264886843424,2019-09-19,553,2019-05-24
38772,WDB54059813170170,2022-08-19,673,2022-04-11
38773,WDB25244774701762,2023-03-12,576,2018-10-27
38774,WEB28602919189980,2023-09-27,411,2022-12-05
38775,NMB90900470930694,2023-04-17,549,2023-03-26
38776,WDB48120863505689,2022-04-16,511,2016-09-26
38777,WDB46967132163593,2021-08-23,294,2019-01-18
38778,NMB81956610239797,2021-08-04,219,2020-06-01
38779,W1T64507223795879,2022-01-04,281,2016-02-21
38780,WDB75560321848375,2022-08-23,875,2018-02-17
38781,WEB64588042027583,2022-12-13,642,2022-08-12
38782,WEB70767448747704,2021-01-11,523,2017-08-18
38783,NMB82906011268069,2021-10-07,364,2017-02-09
38784,NMB95778051023414,2023-02-11,258,2011-12-12
38785,WDB23665753621067,2015-10-22,244,2011-04-29
38786,WDB58736847967118,2022-08-26,679,2021-06-05
38787,W1T45945475970535,2017-07-07,234,2013-01-17
38788,WDB73569435417279,2022-06-07,526,2012-06-02
38789,W1T56254463342164,2023-04-15,646,2019-03-11
38790,WEB11385360105011,2020-09-02,248,2014-01-19
38791,NMB92518197496893,2022-02-16,496,2017-04-04
38792,NMB13199832234419,2022-07-04,787,2021-01-01
38793,NMB23281027954151,2021-01-25,724,2019-02-25
38794,WEB16361020970803,2022-06-01,368,2021-09-24
38795,WDB16645782298615,2021-11-15,516,2013-08-20
38796,NMB72347522931887,2018-04-07,527,2015-10-18
38797,WEB15492005202658,2022-03-14,515,2017-01-13
38798,NMB64609413283299,2022-02-19,920,2016-08-22
38799,W1T39335085784420,2023-07-21,765,2015-06-16
38800,W1T46324930103514,2021-11-24,863,2019-03-02
38801,WDB66116481465327,2018-09-02,848,2017-11-25
38802,WEB27793975015919,2016-11-24,727,2016-11-07
38803,NMB69208703896814,2018-11-16,654,2017-08-04
38804,W1T17920442846159,2021-02-20,667,2013-03-14
38805,NMB74564880857106,2022-07-20,926,2021-06-03
38806,WEB66370349713672,2017-09-17,237,2014-01-22
38807,NMB32285972996391,2021-01-14,613,2013-08-17
38808,NMB76723281658456,2022-03-19,817,2020-10-03
38809,WEB80278534274225,2022-10-03,649,2022-01-01
38810,WDB71682720813008,2023-05-31,793,2021-06-09
38811,WDB51105012404199,2014-03-01,528,2013-12-20
38812,W1T86995548021820,2023-02-10,638,2019-04-06
38813,WEB41278345962192,2014-10-12,215,2014-01-09
38814,WEB88546383564096,2021-09-01,622,2018-08-16
38815,WEB89993983457365,2019-06-23,815,2018-04-01
38816,WDB25007994747209,2018-12-24,643,2016-04-01
38817,WEB47706256539624,2023-02-05,486,2017-04-26
38818,NMB80534935091581,2022-10-15,643,2020-03-06
38819,WEB71733845455010,2023-05-17,275,2023-04-15
38820,W1T23465155121300,2017-01-13,779,2013-12-21
38821,WDB76075381288026,2019-08-28,843,2018-11-14
38822,WEB88643654238510,2023-01-25,755,2020-08-13
38823,WDB74462304811320,2015-10-27,557,2013-08-09
38824,NMB11475893312793,2022-09-26,235,2021-04-24
38825,WDB94855866652674,2023-05-06,875,2020-09-01
38826,W1T22796758885378,2023-03-13,880,2021-11-13
38827,WEB98106459306389,2021-06-27,252,2020-07-09
38828,W1T18034443057061,2023-03-16,247,2015-10-24
38829,WDB98344462545265,2021-04-03,251,2019-10-29
38830,WDB33782188850989,2019-09-25,930,2016-03-31
38831,W1T26544546308513,2014-09-30,401,2013-09-14
38832,WDB36300420680240,2017-01-13,223,2016-04-27
38833,WDB67909160664023,2022-02-14,245,2021-01-18
38834,W1T97876510395766,2019-12-25,825,2019-09-01
38835,W1T69968159092143,2023-06-17,297,2022-08-15
38836,NMB32221117427809,2020-10-13,604,2020-07-10
38837,W1T84853523768696,2023-09-26,769,2022-10-22
38838,WEB69034373053698,2013-10-07,803,2011-10-05
38839,NMB70835717158316,2018-07-04,737,2012-04-12
38840,W1T25003085586570,2019-08-16,843,2014-06-29
38841,NMB50210533477718,2021-09-03,542,2019-06-26
38842,WDB49272421608892,2012-02-26,271,2011-02-26
38843,NMB18729084916978,2021-07-28,281,2018-01-14
38844,WDB51718878483097,2014-01-26,364,2011-04-20
38845,NMB40912502169871,2023-04-18,490,2020-09-21
38846,WDB91167900517732,2022-10-19,719,2020-12-12
38847,NMB99224185525159,2015-07-25,273,2012-06-28
38848,W1T84922888054172,2023-01-17,613,2016-11-19
38849,WDB32930141670174,2018-07-30,825,2012-12-19
38850,NMB72306961505172,2023-08-14,808,2011-12-06
38851,W1T94053854012778,2022-12-21,678,2022-06-02
38852,WDB45458178981144,2017-02-11,558,2015-11-03
38853,WDB92061330605679,2021-10-25,234,2018-05-06
38854,WDB54884492250172,2019-01-21,580,2017-07-07
38855,NMB45022794906795,2020-10-12,254,2015-12-15
38856,NMB20730080479417,2022-07-04,815,2011-06-22
38857,WDB33476198510513,2017-08-18,581,2016-01-24
38858,NMB91390409534705,2022-12-21,368,2016-03-29
38859,WEB64842566986842,2019-10-01,824,2017-10-14
38860,WDB16956929161366,2023-01-05,819,2021-10-10
38861,W1T57065297841103,2021-10-30,486,2020-11-08
38862,W1T26086997017040,2022-09-05,626,2022-02-15
38863,W1T82005340954496,2017-03-19,766,2015-10-18
38864,WEB25230761340611,2016-10-26,646,2013-11-22
38865,WDB48958703855466,2021-08-27,579,2020-05-21
38866,W1T81868423111401,2014-08-23,733,2013-09-15
38867,W1T12562436913621,2023-08-16,254,2020-11-30
38868,W1T19742380445706,2023-06-19,653,2022-03-01
38869,W1T28026182786614,2021-05-03,767,2013-10-05
38870,W1T50154152810048,2020-06-26,248,2019-12-03
38871,W1T58461571320875,2020-09-12,683,2013-06-24
38872,WDB34292032343818,2023-01-08,753,2021-06-05
38873,WDB62803149563205,2023-07-23,677,2013-06-04
38874,WEB18347189925762,2022-03-26,861,2020-09-03
38875,NMB72208526616088,2017-05-30,833,2014-01-08
38876,W1T69737555381358,2022-02-04,647,2022-01-16
38877,NMB84290952158130,2017-07-14,619,2012-03-19
38878,WEB27513481653487,2018-09-01,580,2017-05-13
38879,WEB78179458244460,2021-06-12,246,2015-10-05
38880,WEB28816273860933,2021-11-30,812,2019-08-26
38881,WDB28265791652295,2023-03-11,529,2012-04-13
38882,WDB24603248531655,2023-06-05,686,2015-05-07
38883,NMB33106269058445,2022-08-19,861,2022-06-25
38884,NMB94755837982069,2018-04-10,783,2013-10-05
38885,W1T74971937619939,2015-10-04,934,2014-09-25
38886,WEB94976814670097,2016-08-02,634,2014-10-23
38887,WEB80642778073237,2022-01-20,743,2012-05-12
38888,NMB80737142552786,2020-03-28,541,2011-08-13
38889,WDB22400383534179,2020-11-27,559,2019-10-31
38890,NMB36121286537058,2020-09-08,616,2013-09-07
38891,NMB47296356534139,2022-06-26,934,2014-08-26
38892,WDB26580674734568,2019-11-30,276,2019-04-27
38893,W1T21559564629555,2017-08-31,513,2017-03-15
38894,WDB56970656025793,2019-07-19,757,2016-11-20
38895,NMB65209669029786,2018-08-10,555,2016-12-07
38896,NMB71494362298172,2021-02-27,400,2019-10-03
38897,NMB28357373210995,2012-08-14,499,2011-08-01
38898,NMB48788523502157,2023-04-16,878,2021-10-31
38899,NMB42482468777434,2018-05-22,559,2012-10-02
38900,W1T47361699085200,2021-12-02,863,2021-01-15
38901,W1T53083152503286,2016-03-24,685,2015-09-28
38902,WEB58855832988858,2023-01-13,770,2022-04-06
38903,WEB51226798376146,2021-05-04,755,2021-04-12
38904,WEB88649467402147,2022-11-23,294,2022-11-02
38905,WEB32382224114365,2021-11-20,217,2021-11-04
38906,WDB19143371098338,2013-06-06,299,2011-08-25
38907,W1T52780692742338,2020-12-26,231,2020-11-10
38908,WDB62709144543917,2022-12-30,930,2021-12-16
38909,WDB75586722447614,2022-01-16,819,2019-07-27
38910,WDB34075510835713,2023-01-24,793,2018-08-03
38911,WDB14563605626756,2016-06-18,250,2013-12-05
38912,WEB63085204838164,2014-07-22,926,2011-06-17
38913,WEB71509508705730,2018-01-22,919,2014-04-08
38914,NMB92524144787706,2022-07-15,526,2012-06-08
38915,WDB97090890803408,2021-09-10,789,2020-02-16
38916,W1T35664047136546,2022-04-20,815,2020-12-15
38917,WDB92709962767020,2018-06-10,789,2015-11-25
38918,WEB84943422057564,2019-09-15,563,2017-02-23
38919,W1T40762238055185,2021-02-02,234,2020-05-04
38920,NMB17770263515061,2022-05-03,225,2018-06-12
38921,W1T93419315870476,2022-06-03,839,2021-06-07
38922,W1T28279395554298,2019-02-11,857,2013-10-12
38923,WEB10430637671167,2021-08-05,877,2018-07-07
38924,W1T99928482174815,2023-01-14,820,2021-10-15
38925,W1T24947778190824,2023-02-12,857,2020-03-20
38926,W1T13770201418584,2022-11-27,765,2020-07-14
38927,NMB40986307012176,2019-03-29,613,2014-07-22
38928,NMB90582495519008,2021-09-20,299,2021-02-27
38929,NMB80260683467753,2021-03-31,720,2021-03-09
38930,NMB79933214875643,2021-07-22,824,2021-03-09
38931,WDB72261501568231,2021-11-16,770,2021-11-01
38932,WEB24919967327713,2021-04-03,486,2019-03-10
38933,WEB58445155752357,2017-11-08,210,2014-12-10
38934,WEB69108500989762,2016-06-19,819,2013-10-27
38935,WDB74193918181925,2021-11-02,268,2020-10-07
38936,NMB42766497493101,2014-02-20,209,2011-01-05
38937,WDB77043556125047,2018-09-21,853,2018-03-31
38938,WDB61757609716075,2013-04-23,368,2013-01-15
38939,W1T13582153639815,2015-12-07,614,2014-06-07
38940,WEB63061167334124,2023-06-15,537,2021-09-13
38941,W1T22010588530215,2021-02-27,520,2013-04-07
38942,WDB91195735661888,2015-04-15,839,2014-06-01
38943,WDB47283418684959,2013-02-04,779,2012-07-25
38944,NMB74646985011114,2022-01-30,512,2020-05-24
38945,NMB41408810097050,2023-04-21,411,2023-04-02
38946,WDB70564481505282,2015-09-28,920,2013-12-03
38947,NMB13649831257974,2014-09-19,518,2013-03-07
38948,WDB41021361418417,2021-12-08,724,2011-09-22
38949,W1T30806453018724,2022-06-01,258,2015-05-12
38950,WEB37600085614715,2013-12-09,486,2011-02-12
38951,WDB65447151647124,2017-03-18,605,2016-11-15
38952,NMB78844749295607,2014-11-23,243,2011-09-30
38953,NMB22521671406360,2022-07-17,254,2021-07-26
38954,WDB11958342703197,2021-04-22,241,2011-06-27
38955,WEB20673762726665,2022-06-13,705,2019-07-28
38956,NMB13017893845402,2023-08-02,868,2012-11-22
38957,NMB31932796993689,2022-11-17,240,2022-07-29
38958,NMB90273532554814,2016-12-12,212,2016-09-04
38959,WDB96575909817741,2022-02-25,611,2021-07-23
38960,WEB67819685781293,2022-05-01,207,2018-10-31
38961,WDB71783606600214,2021-01-04,368,2012-06-12
38962,WEB91963593664648,2018-10-11,291,2017-07-04
38963,NMB56651102453738,2013-07-30,531,2013-07-01
38964,WEB16833803797225,2022-03-20,290,2020-11-25
38965,W1T76213724915736,2022-08-30,934,2021-06-12
38966,W1T36299410918534,2022-02-01,880,2011-02-05
38967,W1T74963141714259,2022-02-21,934,2016-11-21
38968,W1T49430622936077,2016-11-21,926,2015-05-30
38969,W1T80102058857189,2023-09-01,557,2020-12-15
38970,W1T15724128104591,2023-09-10,575,2021-08-04
38971,W1T44205456713157,2022-06-21,283,2018-01-03
38972,NMB87490643828355,2018-03-20,601,2011-11-27
38973,WEB28930472330860,2023-09-18,875,2023-03-13
38974,WEB38279616372465,2023-04-20,793,2013-02-20
38975,WEB47107896583946,2018-08-14,815,2012-08-14
38976,W1T31757724197307,2017-12-14,754,2016-11-17
38977,W1T58594807976500,2022-12-12,538,2022-06-08
38978,WDB78002942531994,2018-12-21,287,2017-11-02
38979,WEB43416482801606,2018-07-13,868,2015-06-27
38980,WEB96885738813756,2023-07-30,240,2020-03-26
38981,WDB20782212082069,2019-01-26,783,2012-11-24
38982,W1T73479834071814,2014-04-21,268,2013-05-30
38983,WDB70141856092171,2023-01-06,413,2022-05-31
38984,W1T89291381515369,2017-12-04,576,2011-05-20
38985,WEB82803695794905,2022-01-24,641,2020-11-03
38986,WEB23060598323148,2019-02-23,607,2017-06-05
38987,WDB50554531572959,2022-01-08,932,2016-10-16
38988,W1T76684169151938,2020-03-16,783,2016-09-28
38989,WDB97202829322091,2023-09-19,861,2020-11-09
38990,W1T67001707057305,2019-05-07,641,2018-03-17
38991,W1T12545892083707,2018-07-02,727,2011-01-24
38992,WEB63840317422466,2020-11-28,777,2014-06-17
38993,WDB82890671311211,2019-05-14,919,2015-03-21
38994,W1T73663736615838,2021-07-25,269,2013-03-23
38995,W1T64451888651808,2014-07-21,835,2013-06-26
38996,NMB10661002395377,2014-09-06,225,2013-03-06
38997,WDB58889196953707,2021-07-08,819,2020-05-19
38998,WDB90877902244119,2021-05-01,809,2014-01-25
38999,W1T51799045673728,2015-12-16,527,2011-08-02
39000,NMB60991448643505,2021-10-11,810,2020-06-29
39001,NMB93202005094680,2017-03-14,673,2012-08-22
39002,WEB89276703289600,2022-10-24,486,2022-03-03
39003,W1T10155724985027,2022-02-08,643,2019-03-26
39004,WEB64211845667787,2023-06-25,733,2023-03-29
39005,WDB84787423881312,2023-02-13,556,2022-10-08
39006,WEB56570675576086,2023-07-24,880,2023-02-24
39007,W1T19443372366768,2021-06-09,724,2015-11-12
39008,NMB90666738551112,2022-06-08,837,2022-05-29
39009,W1T95673298546241,2012-06-08,196,2012-03-10
39010,NMB27815057194468,2021-06-30,841,2013-08-04
39011,W1T46122096081467,2023-08-27,212,2022-06-14
39012,W1T25197060896273,2016-04-10,681,2011-06-13
39013,WDB43325569557174,2019-10-23,620,2013-06-25
39014,W1T34390097525094,2022-07-18,643,2021-11-01
39015,WDB26864205350992,2022-10-03,920,2014-05-28
39016,WEB48922281375726,2021-11-22,244,2014-02-20
39017,WDB39998484260025,2019-09-14,362,2019-04-23
39018,WDB28607987242090,2021-06-18,253,2015-10-15
39019,WEB81257922237684,2022-08-07,218,2013-06-25
39020,WDB87263835816084,2022-08-29,204,2022-08-18
39021,NMB17820836739573,2022-10-26,225,2022-10-03
39022,NMB94417061997044,2019-11-02,676,2015-09-24
39023,W1T23270734455203,2020-07-18,580,2019-08-19
39024,WDB66555181703194,2020-06-18,930,2018-04-19
39025,NMB95673578343749,2022-11-24,687,2018-01-17
39026,NMB39201721589184,2023-06-16,741,2023-02-19
39027,WDB48972826833518,2016-12-28,915,2016-10-24
39028,WDB85013228157028,2022-12-01,541,2022-04-10
39029,W1T78056023230539,2022-09-09,615,2021-03-14
39030,WEB71554254171685,2015-06-28,933,2014-01-31
39031,WEB59393792685146,2016-03-13,718,2011-03-24
39032,WEB82790857020069,2021-10-26,620,2014-03-24
39033,NMB80652728986439,2022-09-08,873,2021-04-05
39034,WDB90867976785501,2023-08-07,771,2019-05-04
39035,NMB79563389703610,2023-01-25,669,2016-10-28
39036,W1T51824195204484,2018-05-13,626,2016-05-02
39037,WEB86868723372308,2023-03-08,749,2016-08-19
39038,WEB25768326785512,2017-10-26,364,2015-08-29
39039,WDB99783623030022,2023-08-03,520,2023-02-10
39040,WEB15076652990256,2017-11-05,935,2017-06-03
39041,WEB98159491024216,2016-06-21,220,2012-03-14
39042,WEB27815567710117,2023-05-19,210,2022-10-12
39043,NMB49699105875963,2022-06-29,282,2021-09-24
39044,NMB73553259829606,2019-02-03,558,2015-10-26
39045,NMB53872513283365,2015-01-02,681,2012-01-06
39046,NMB51411582197723,2022-03-04,677,2021-12-29
39047,W1T54812443744902,2023-04-18,543,2023-02-05
39048,NMB55970841194261,2015-12-12,294,2015-04-14
39049,W1T15767299948107,2023-03-27,237,2021-05-26
